Rxx (ohm),Rxy (ohm),EM Current (percentage),Vxx (mV),Vxy (mV),Magnetic Field (T),Time stamp,T sample (K),T valve (k)
1.835108999999999924e+02,-9.760899999999998744e-02,-7.917775392627053599e-02,1.835109000000000046e-01,-9.760899999999999329e-05,1.799999999999999951e-03,1.726593877254673958e+09,2.591600000000000250e+02,2.700500000000000114e+02
1.830212700000000154e+02,-9.739499999999999547e-02,-7.917775392627053599e-02,1.830212700000000137e-01,-9.739499999999999839e-05,2.000000000000000042e-03,1.726594180343792200e+09,2.571800000000000068e+02,2.679800000000000182e+02
1.824935099999999863e+02,-9.742699999999999971e-02,-7.917775392627053599e-02,1.824935099999999977e-01,-9.742700000000000080e-05,1.399999999999999986e-03,1.726594483177518129e+09,2.550800000000000125e+02,2.660099999999999909e+02
1.820191999999999837e+02,-9.662099999999999855e-02,-7.917775392627053599e-02,1.820191999999999921e-01,-9.662099999999999530e-05,1.000000000000000021e-03,1.726594786027389526e+09,2.530099999999999909e+02,2.641200000000000045e+02
1.815346399999999960e+02,-9.683600000000000541e-02,-7.917775392627053599e-02,1.815346399999999971e-01,-9.683600000000000595e-05,1.699999999999999905e-03,1.726595088885174036e+09,2.510200000000000102e+02,2.619399999999999977e+02
1.810164200000000108e+02,-9.629899999999999571e-02,-7.917775392627053599e-02,1.810164200000000112e-01,-9.629899999999999398e-05,1.600000000000000077e-03,1.726595391709456921e+09,2.489600000000000080e+02,2.599399999999999977e+02
1.804983900000000006e+02,-9.615899999999999448e-02,-7.917775392627053599e-02,1.804983900000000085e-01,-9.615899999999999871e-05,1.100000000000000066e-03,1.726595694539510250e+09,2.468300000000000125e+02,2.579100000000000250e+02
1.799454799999999750e+02,-9.601900000000000712e-02,-7.917775392627053599e-02,1.799454799999999910e-01,-9.601900000000000344e-05,2.500000000000000052e-03,1.726595997376426697e+09,2.445600000000000023e+02,2.560099999999999909e+02
1.794444000000000017e+02,-9.542899999999999994e-02,-7.917775392627053599e-02,1.794444000000000039e-01,-9.542899999999999723e-05,1.399999999999999986e-03,1.726596300208677292e+09,2.426200000000000045e+02,2.539799999999999898e+02
1.789715999999999951e+02,-9.527800000000000158e-02,-7.917775392627053599e-02,1.789716000000000085e-01,-9.527800000000000494e-05,2.299999999999999961e-03,1.726596603046356201e+09,2.405699999999999932e+02,2.519499999999999886e+02
1.784860299999999995e+02,-9.490199999999998637e-02,-7.917775392627053599e-02,1.784860299999999900e-01,-9.490199999999999363e-05,1.600000000000000077e-03,1.726596905903987646e+09,2.384499999999999886e+02,2.499600000000000080e+02
1.779548000000000059e+02,-9.451500000000000179e-02,-7.917775392627053599e-02,1.779547999999999963e-01,-9.451499999999999886e-05,1.600000000000000077e-03,1.726597208735969782e+09,2.364300000000000068e+02,2.479600000000000080e+02
1.774334299999999871e+02,-9.391399999999999748e-02,-7.917775392627053599e-02,1.774334300000000031e-01,-9.391399999999999564e-05,2.099999999999999870e-03,1.726597511711953402e+09,2.343799999999999955e+02,2.459600000000000080e+02
1.769321399999999755e+02,-9.369899999999999063e-02,-7.917775392627053599e-02,1.769321399999999878e-01,-9.369899999999999854e-05,2.799999999999999972e-03,1.726597814534811735e+09,2.323300000000000125e+02,2.440399999999999920e+02
1.764339900000000227e+02,-9.312999999999999057e-02,-7.917775392627053599e-02,1.764339900000000128e-01,-9.312999999999999772e-05,2.700000000000000143e-03,1.726598117372875929e+09,2.303100000000000023e+02,2.419900000000000091e+02
1.759674899999999980e+02,-9.308700000000000307e-02,-7.917775392627053599e-02,1.759674900000000042e-01,-9.308699999999999830e-05,1.899999999999999996e-03,1.726598420236930609e+09,2.284199999999999875e+02,2.400200000000000102e+02
1.755004699999999787e+02,-9.286099999999999910e-02,-7.917775392627053599e-02,1.755004699999999918e-01,-9.286100000000000420e-05,1.899999999999999996e-03,1.726598723082830191e+09,2.265500000000000114e+02,2.379699999999999989e+02
1.750575000000000045e+02,-9.293600000000000472e-02,-7.917775392627053599e-02,1.750575000000000048e-01,-9.293600000000000602e-05,1.799999999999999951e-03,1.726599025919286966e+09,2.246500000000000057e+02,2.358899999999999864e+02
1.745282200000000046e+02,-9.242100000000000315e-02,-7.917775392627053599e-02,1.745282200000000117e-01,-9.242100000000000163e-05,2.899999999999999800e-03,1.726599328745207071e+09,2.226999999999999886e+02,2.339300000000000068e+02
1.740911199999999894e+02,-9.234499999999999653e-02,-7.917775392627053599e-02,1.740911199999999881e-01,-9.234499999999999762e-05,2.200000000000000133e-03,1.726599631603704214e+09,2.207700000000000102e+02,2.319300000000000068e+02
1.736085999999999956e+02,-9.190499999999998670e-02,-7.917775392627053599e-02,1.736086000000000018e-01,-9.190499999999999505e-05,1.500000000000000031e-03,1.726599934483749151e+09,2.189000000000000057e+02,2.299799999999999898e+02
1.731129799999999932e+02,-9.147500000000000075e-02,-7.917775392627053599e-02,1.731129799999999996e-01,-9.147500000000000086e-05,2.299999999999999961e-03,1.726600237351592779e+09,2.170300000000000011e+02,2.280300000000000011e+02
1.726572299999999984e+02,-9.136799999999999089e-02,-7.917775392627053599e-02,1.726572299999999949e-01,-9.136799999999999664e-05,2.099999999999999870e-03,1.726600540247517347e+09,2.151500000000000057e+02,2.258799999999999955e+02
1.722866600000000119e+02,-9.099200000000000343e-02,-7.917775392627053599e-02,1.722866600000000081e-01,-9.099199999999999888e-05,2.099999999999999870e-03,1.726600843313515663e+09,2.135999999999999943e+02,2.240399999999999920e+02
1.718277599999999836e+02,-9.041199999999999237e-02,-7.917775392627053599e-02,1.718277599999999961e-01,-9.041200000000000105e-05,1.299999999999999940e-03,1.726601146208189964e+09,2.117800000000000011e+02,2.219799999999999898e+02
1.713233299999999986e+02,-9.009999999999999953e-02,-7.917775392627053599e-02,1.713233299999999959e-01,-9.009999999999999455e-05,2.299999999999999961e-03,1.726601449112673521e+09,2.099099999999999966e+02,2.201299999999999955e+02
1.708705199999999991e+02,-9.025099999999999789e-02,-7.917775392627053599e-02,1.708705199999999980e-01,-9.025100000000000039e-05,2.200000000000000133e-03,1.726601751959951162e+09,2.080999999999999943e+02,2.179600000000000080e+02
1.692999199999999860e+02,-8.870399999999999119e-02,-7.917775392627053599e-02,1.692999199999999926e-01,-8.870399999999999639e-05,1.600000000000000077e-03,1.726602054773716927e+09,2.035699999999999932e+02,2.154499999999999886e+02
1.705414299999999912e+02,-9.014299999999998703e-02,-7.917775392627053599e-02,1.705414299999999939e-01,-9.014299999999999397e-05,2.299999999999999961e-03,1.726602357625487804e+09,2.058499999999999943e+02,2.141500000000000057e+02
1.705548100000000034e+02,-9.007900000000000629e-02,-7.917775392627053599e-02,1.705548100000000011e-01,-9.007900000000000271e-05,2.099999999999999870e-03,1.726602660479979753e+09,2.064699999999999989e+02,2.119900000000000091e+02
1.702925600000000088e+02,-8.978900000000000770e-02,-7.917775392627053599e-02,1.702925600000000095e-01,-8.978900000000000379e-05,1.699999999999999905e-03,1.726602963321400642e+09,2.054099999999999966e+02,2.100099999999999909e+02
1.697834599999999909e+02,-8.920799999999999563e-02,-7.917775392627053599e-02,1.697834599999999972e-01,-8.920800000000000376e-05,1.699999999999999905e-03,1.726603266160403013e+09,2.036800000000000068e+02,2.079300000000000068e+02
1.693132999999999981e+02,-8.945600000000000773e-02,-7.917775392627053599e-02,1.693132999999999999e-01,-8.945600000000000546e-05,8.999999999999999754e-04,1.726603568978897810e+09,2.017700000000000102e+02,2.060000000000000000e+02
1.688290499999999952e+02,-8.891799999999999704e-02,-7.917775392627053599e-02,1.688290500000000083e-01,-8.891800000000000485e-05,2.399999999999999790e-03,1.726603871810978889e+09,1.997800000000000011e+02,2.039600000000000080e+02
1.683305000000000007e+02,-8.856400000000000383e-02,-7.917775392627053599e-02,1.683304999999999940e-01,-8.856400000000000112e-05,1.699999999999999905e-03,1.726604174654898405e+09,1.979799999999999898e+02,2.020099999999999909e+02
1.678461499999999944e+02,-8.809099999999998876e-02,-7.917775392627053599e-02,1.678461499999999995e-01,-8.809099999999999396e-05,1.500000000000000031e-03,1.726604477683927774e+09,1.960999999999999943e+02,1.999900000000000091e+02
1.673649299999999869e+02,-8.824200000000000099e-02,-7.917775392627053599e-02,1.673649299999999951e-01,-8.824199999999999980e-05,2.000000000000000042e-03,1.726604780518119574e+09,1.942899999999999920e+02,1.979399999999999977e+02
1.669054199999999923e+02,-8.762899999999999856e-02,-7.917775392627053599e-02,1.669054199999999988e-01,-8.762899999999999737e-05,2.099999999999999870e-03,1.726605083362385035e+09,1.924000000000000057e+02,1.959499999999999886e+02
1.663868899999999940e+02,-8.743599999999998595e-02,-7.917775392627053599e-02,1.663868900000000095e-01,-8.743599999999999430e-05,1.199999999999999895e-03,1.726605386184234381e+09,1.905099999999999909e+02,1.940600000000000023e+02
1.658752499999999941e+02,-8.691000000000000114e-02,-7.917775392627053599e-02,1.658752500000000019e-01,-8.691000000000000645e-05,1.799999999999999951e-03,1.726605689017654896e+09,1.885999999999999943e+02,1.920099999999999909e+02
1.653842099999999959e+02,-8.672699999999999854e-02,-7.917775392627053599e-02,1.653842100000000037e-01,-8.672699999999999821e-05,1.899999999999999996e-03,1.726605991829101324e+09,1.867500000000000000e+02,1.900000000000000000e+02
1.649135399999999834e+02,-8.641500000000000570e-02,-7.917775392627053599e-02,1.649135399999999974e-01,-8.641500000000000526e-05,1.899999999999999996e-03,1.726606294680625677e+09,1.849900000000000091e+02,1.879699999999999989e+02
1.644439000000000135e+02,-8.574899999999999189e-02,-7.917775392627053599e-02,1.644439000000000040e-01,-8.574899999999999504e-05,1.399999999999999986e-03,1.726606597509242773e+09,1.830800000000000125e+02,1.859499999999999886e+02
1.638934200000000203e+02,-8.539499999999999869e-02,-7.917775392627053599e-02,1.638934200000000119e-01,-8.539500000000000487e-05,2.799999999999999972e-03,1.726606900346487761e+09,1.811200000000000045e+02,1.839600000000000080e+02
1.634037899999999865e+02,-8.508299999999999197e-02,-7.917775392627053599e-02,1.634037899999999932e-01,-8.508299999999999837e-05,1.699999999999999905e-03,1.726607203176153183e+09,1.792500000000000000e+02,1.819499999999999886e+02
1.629077800000000025e+02,-8.455699999999999328e-02,-7.917775392627053599e-02,1.629077800000000020e-01,-8.455699999999999696e-05,3.200000000000000153e-03,1.726607506009403944e+09,1.773600000000000136e+02,1.799900000000000091e+02
1.623870100000000036e+02,-8.482499999999999762e-02,-7.917775392627053599e-02,1.623870099999999983e-01,-8.482500000000000185e-05,1.799999999999999951e-03,1.726607809059091806e+09,1.754900000000000091e+02,1.779900000000000091e+02
1.618571299999999837e+02,-8.469700000000000839e-02,-7.917775392627053599e-02,1.618571299999999880e-01,-8.469700000000000579e-05,1.699999999999999905e-03,1.726608111890342474e+09,1.734900000000000091e+02,1.759799999999999898e+02
1.613506600000000049e+02,-8.451399999999999191e-02,-7.917775392627053599e-02,1.613506600000000069e-01,-8.451399999999999755e-05,1.899999999999999996e-03,1.726608414727029324e+09,1.716299999999999955e+02,1.739399999999999977e+02
1.608431899999999928e+02,-8.383700000000000874e-02,-7.917775392627053599e-02,1.608431899999999970e-01,-8.383700000000000386e-05,2.700000000000000143e-03,1.726608717580708265e+09,1.696800000000000068e+02,1.720099999999999909e+02
1.603316599999999710e+02,-8.378299999999999637e-02,-7.917775392627053599e-02,1.603316599999999870e-01,-8.378299999999999387e-05,2.200000000000000133e-03,1.726609020421677351e+09,1.678600000000000136e+02,1.699799999999999898e+02
1.604166400000000010e+02,-8.379400000000000737e-02,-7.917775392627053599e-02,1.604166399999999992e-01,-8.379400000000000444e-05,2.899999999999999800e-03,1.726609323279098988e+09,1.676500000000000057e+02,1.680000000000000000e+02
1.601225400000000150e+02,-8.324600000000000055e-02,-7.917775392627053599e-02,1.601225400000000076e-01,-8.324599999999999546e-05,3.399999999999999811e-03,1.726609626119653225e+09,1.668000000000000114e+02,1.659399999999999977e+02
1.596553199999999890e+02,-8.353599999999999914e-02,-7.917775392627053599e-02,1.596553199999999895e-01,-8.353599999999999437e-05,2.399999999999999790e-03,1.726609928973641157e+09,1.651800000000000068e+02,1.640099999999999909e+02
1.591330399999999941e+02,-8.283799999999999497e-02,-7.917775392627053599e-02,1.591330400000000034e-01,-8.283799999999999530e-05,2.299999999999999961e-03,1.726610231851649046e+09,1.632800000000000011e+02,1.620000000000000000e+02
1.585967599999999891e+02,-8.274099999999999511e-02,-7.917775392627053599e-02,1.585967600000000033e-01,-8.274099999999999944e-05,2.799999999999999972e-03,1.726610534697362661e+09,1.613100000000000023e+02,1.600099999999999909e+02
1.580446699999999964e+02,-8.219300000000000217e-02,-7.917775392627053599e-02,1.580446699999999982e-01,-8.219300000000000401e-05,3.000000000000000062e-03,1.726610837531764030e+09,1.593100000000000023e+02,1.579799999999999898e+02
1.574825299999999970e+02,-8.184999999999999221e-02,-7.917775392627053599e-02,1.574825300000000095e-01,-8.184999999999999730e-05,2.599999999999999881e-03,1.726611140391400337e+09,1.573499999999999943e+02,1.560099999999999909e+02
1.569191399999999987e+02,-8.137700000000000489e-02,-7.917775392627053599e-02,1.569191400000000125e-01,-8.137700000000000369e-05,2.099999999999999870e-03,1.726611443422326326e+09,1.553499999999999943e+02,1.539499999999999886e+02
1.563566999999999894e+02,-8.121599999999999653e-02,-7.917775392627053599e-02,1.563566999999999874e-01,-8.121600000000000303e-05,2.299999999999999961e-03,1.726611746255824327e+09,1.533400000000000034e+02,1.519799999999999898e+02
1.558013599999999883e+02,-8.075400000000000633e-02,-7.917775392627053599e-02,1.558013599999999999e-01,-8.075400000000000644e-05,1.299999999999999940e-03,1.726612049097847700e+09,1.513199999999999932e+02,1.500099999999999909e+02
1.552289799999999786e+02,-8.037799999999999112e-02,-7.917775392627053599e-02,1.552289799999999886e-01,-8.037799999999999513e-05,2.200000000000000133e-03,1.726612351958974123e+09,1.492800000000000011e+02,1.479900000000000091e+02
1.546517299999999864e+02,-7.987299999999999955e-02,-7.917775392627053599e-02,1.546517299999999873e-01,-7.987299999999999912e-05,1.799999999999999951e-03,1.726612654812912226e+09,1.472899999999999920e+02,1.459799999999999898e+02
1.540726500000000101e+02,-8.024900000000000089e-02,-7.917775392627053599e-02,1.540726500000000054e-01,-8.024899999999999688e-05,2.700000000000000143e-03,1.726612957673030138e+09,1.452700000000000102e+02,1.440000000000000000e+02
1.534985499999999945e+02,-7.942199999999999260e-02,-7.917775392627053599e-02,1.534985500000000114e-01,-7.942199999999999954e-05,3.200000000000000153e-03,1.726613260534220457e+09,1.432700000000000102e+02,1.420200000000000102e+02
1.529314400000000091e+02,-7.888499999999999679e-02,-7.917775392627053599e-02,1.529314400000000018e-01,-7.888500000000000113e-05,2.599999999999999881e-03,1.726613563402788877e+09,1.412500000000000000e+02,1.400099999999999909e+02
1.523494200000000092e+02,-7.841199999999999559e-02,-7.917775392627053599e-02,1.523494200000000132e-01,-7.841199999999999397e-05,2.299999999999999961e-03,1.726613866286818743e+09,1.392199999999999989e+02,1.379900000000000091e+02
1.517593000000000245e+02,-7.819699999999998874e-02,-7.917775392627053599e-02,1.517593000000000136e-01,-7.819699999999999687e-05,2.299999999999999961e-03,1.726614169172801018e+09,1.372199999999999989e+02,1.360300000000000011e+02
1.511704900000000009e+02,-7.811099999999999988e-02,-7.917775392627053599e-02,1.511704899999999907e-01,-7.811099999999999803e-05,3.099999999999999891e-03,1.726614472056018829e+09,1.352299999999999898e+02,1.340300000000000011e+02
1.505860399999999970e+02,-7.768100000000000005e-02,-7.917775392627053599e-02,1.505860400000000043e-01,-7.768100000000000384e-05,2.299999999999999961e-03,1.726614775121949911e+09,1.332400000000000091e+02,1.319900000000000091e+02
1.500066600000000108e+02,-7.743400000000000283e-02,-7.917775392627053599e-02,1.500066600000000139e-01,-7.743400000000000435e-05,2.599999999999999881e-03,1.726615077964758158e+09,1.312299999999999898e+02,1.299600000000000080e+02
1.494114600000000053e+02,-7.701499999999998625e-02,-7.917775392627053599e-02,1.494114599999999959e-01,-7.701499999999999362e-05,2.000000000000000042e-03,1.726615380819616795e+09,1.291999999999999886e+02,1.280099999999999909e+02
1.488066200000000094e+02,-7.665000000000000979e-02,-7.917775392627053599e-02,1.488066200000000006e-01,-7.665000000000000643e-05,2.899999999999999800e-03,1.726615683669291496e+09,1.272300000000000040e+02,1.260000000000000000e+02
1.482061500000000080e+02,-7.621999999999999609e-02,-7.917775392627053599e-02,1.482061500000000087e-01,-7.621999999999999869e-05,1.699999999999999905e-03,1.726615986507170916e+09,1.252300000000000040e+02,1.240000000000000000e+02
1.476101400000000012e+02,-7.614499999999999047e-02,-7.917775392627053599e-02,1.476101400000000008e-01,-7.614499999999999687e-05,1.699999999999999905e-03,1.726616289342100382e+09,1.232199999999999989e+02,1.219699999999999989e+02
1.470182899999999790e+02,-7.552199999999999191e-02,-7.917775392627053599e-02,1.470182899999999959e-01,-7.552199999999999961e-05,1.600000000000000077e-03,1.726616592179567337e+09,1.212000000000000028e+02,1.199599999999999937e+02
1.464037099999999896e+02,-7.529699999999998894e-02,-7.917775392627053599e-02,1.464037099999999925e-01,-7.529699999999999414e-05,2.099999999999999870e-03,1.726616895034384966e+09,1.191899999999999977e+02,1.179599999999999937e+02
1.457842699999999923e+02,-7.501700000000000035e-02,-7.917775392627053599e-02,1.457842699999999936e-01,-7.501700000000000360e-05,1.799999999999999951e-03,1.726617197881299496e+09,1.172000000000000028e+02,1.160000000000000000e+02
1.451675699999999836e+02,-7.456600000000000728e-02,-7.917775392627053599e-02,1.451675699999999958e-01,-7.456600000000000402e-05,1.600000000000000077e-03,1.726617500706108093e+09,1.152000000000000028e+02,1.139599999999999937e+02
1.445499599999999987e+02,-7.428700000000000581e-02,-7.917775392627053599e-02,1.445499600000000051e-01,-7.428700000000000212e-05,3.399999999999999811e-03,1.726617803557864666e+09,1.131800000000000068e+02,1.117900000000000063e+02
1.439458399999999756e+02,-7.402899999999999758e-02,-7.917775392627053599e-02,1.439458399999999916e-01,-7.402900000000000561e-05,1.399999999999999986e-03,1.726618106563051939e+09,1.111599999999999966e+02,1.101500000000000057e+02
1.433039899999999989e+02,-7.354499999999999926e-02,-7.917775392627053599e-02,1.433039899999999922e-01,-7.354500000000000143e-05,3.299999999999999982e-03,1.726618409402639866e+09,1.091099999999999994e+02,1.079899999999999949e+02
1.426614299999999957e+02,-7.280400000000000760e-02,-7.917775392627053599e-02,1.426614300000000057e-01,-7.280400000000000294e-05,3.200000000000000153e-03,1.726618712239090681e+09,1.071099999999999994e+02,1.060100000000000051e+02
1.420267800000000022e+02,-7.264299999999999924e-02,-7.917775392627053599e-02,1.420267799999999914e-01,-7.264300000000000227e-05,1.799999999999999951e-03,1.726619015089270115e+09,1.050999999999999943e+02,1.040199999999999960e+02
1.413970999999999947e+02,-7.221299999999999941e-02,-7.917775392627053599e-02,1.413970999999999978e-01,-7.221299999999999453e-05,2.799999999999999972e-03,1.726619317953206539e+09,1.030900000000000034e+02,1.020000000000000000e+02
1.407769499999999994e+02,-7.167599999999998972e-02,-7.917775392627053599e-02,1.407769500000000118e-01,-7.167599999999999612e-05,1.699999999999999905e-03,1.726619620816401005e+09,1.010799999999999983e+02,1.000300000000000011e+02
1.401331700000000069e+02,-7.150399999999999812e-02,-7.917775392627053599e-02,1.401331700000000013e-01,-7.150399999999999844e-05,2.899999999999999800e-03,1.726619923686127186e+09,9.904300000000000637e+01,9.798000000000000398e+01
1.394835199999999986e+02,-7.108499999999999541e-02,-7.917775392627053599e-02,1.394835199999999997e-01,-7.108500000000000127e-05,2.399999999999999790e-03,1.726620226563617468e+09,9.701999999999999602e+01,9.599099999999999966e+01
1.388301000000000158e+02,-7.069899999999999796e-02,-7.917775392627053599e-02,1.388301000000000118e-01,-7.069899999999999514e-05,2.599999999999999881e-03,1.726620529438026667e+09,9.495600000000000307e+01,9.398099999999999454e+01
1.381715199999999868e+02,-7.025800000000000101e-02,-7.917775392627053599e-02,1.381715199999999921e-01,-7.025800000000000393e-05,2.099999999999999870e-03,1.726620832316911936e+09,9.296899999999999409e+01,9.197899999999999920e+01
1.375228799999999865e+02,-6.977500000000000369e-02,-7.917775392627053599e-02,1.375228799999999862e-01,-6.977500000000000195e-05,2.599999999999999881e-03,1.726621135197354555e+09,9.096599999999999397e+01,8.998999999999999488e+01
1.368593199999999968e+02,-6.959199999999998720e-02,-7.917775392627053599e-02,1.368593200000000065e-01,-6.959199999999999371e-05,2.599999999999999881e-03,1.726621438235845566e+09,8.894299999999999784e+01,8.799699999999999989e+01
1.362004100000000051e+02,-6.938799999999999135e-02,-7.917775392627053599e-02,1.362004099999999940e-01,-6.938799999999999363e-05,1.600000000000000077e-03,1.726621741058139801e+09,8.695499999999999829e+01,8.599200000000000443e+01
1.355373600000000067e+02,-6.889399999999999691e-02,-7.917775392627053599e-02,1.355373599999999956e-01,-6.889399999999999463e-05,1.299999999999999940e-03,1.726622043884659290e+09,8.492199999999999704e+01,8.399399999999999977e+01
1.348586999999999989e+02,-6.834600000000000397e-02,-7.917775392627053599e-02,1.348586999999999980e-01,-6.834599999999999920e-05,2.099999999999999870e-03,1.726622346721252918e+09,8.292000000000000171e+01,8.198799999999999955e+01
