Rxx (ohm),Rxy (ohm),EM Current (percentage),Vxx (mV),Vxy (mV),Magnetic Field (T),Time stamp,T sample (K),T valve (k)
1.840703999999999780e+02,-9.757699999999999707e-02,2.654195202460016390e+01,1.840703999999999951e-01,-9.757700000000000444e-05,2.889999999999999791e-01,1.726756099860092402e+09,2.606999999999999886e+02,2.599900000000000091e+02
1.836065299999999922e+02,-9.723299999999999998e-02,2.654195202460016390e+01,1.836065299999999900e-01,-9.723299999999999554e-05,2.889999999999999791e-01,1.726756403817617655e+09,2.587699999999999818e+02,2.578500000000000227e+02
1.831214700000000164e+02,-9.695399999999999852e-02,2.654195202460016390e+01,1.831214700000000084e-01,-9.695399999999999364e-05,2.894999999999999796e-01,1.726756708042430639e+09,2.568100000000000023e+02,2.560699999999999932e+02
1.826428999999999974e+02,-9.690000000000000002e-02,2.654195202460016390e+01,1.826428999999999969e-01,-9.689999999999999720e-05,2.903999999999999915e-01,1.726757011659658432e+09,2.548300000000000125e+02,2.539499999999999886e+02
1.821698999999999842e+02,-9.643799999999999595e-02,2.654195202460016390e+01,1.821698999999999957e-01,-9.643800000000000061e-05,2.904999999999999805e-01,1.726757315471684933e+09,2.528799999999999955e+02,2.519900000000000091e+02
1.816998499999999979e+02,-9.634199999999999708e-02,2.654195202460016390e+01,1.816998499999999961e-01,-9.634199999999999340e-05,2.903999999999999915e-01,1.726757628665230989e+09,2.508799999999999955e+02,2.500300000000000011e+02
1.812096099999999979e+02,-9.608399999999998886e-02,2.654195202460016390e+01,1.812096099999999932e-01,-9.608399999999999688e-05,2.898000000000000020e-01,1.726757932263177156e+09,2.488799999999999955e+02,2.478100000000000023e+02
1.807288099999999815e+02,-9.572900000000000853e-02,2.654195202460016390e+01,1.807288099999999897e-01,-9.572900000000000452e-05,2.901000000000000245e-01,1.726758243904246330e+09,2.469099999999999966e+02,2.459300000000000068e+02
1.802485100000000102e+02,-9.535300000000000720e-02,2.654195202460016390e+01,1.802485100000000007e-01,-9.535300000000000676e-05,2.898999999999999910e-01,1.726758547813006401e+09,2.449699999999999989e+02,2.439900000000000091e+02
1.797617199999999968e+02,-9.530999999999999195e-02,2.654195202460016390e+01,1.797617200000000137e-01,-9.530999999999999379e-05,2.898000000000000020e-01,1.726758851331066370e+09,2.429499999999999886e+02,2.419600000000000080e+02
1.792954200000000071e+02,-9.486999999999999600e-02,2.654195202460016390e+01,1.792954200000000109e-01,-9.487000000000000478e-05,2.893999999999999906e-01,1.726759155039175272e+09,2.410000000000000000e+02,2.399600000000000080e+02
1.788227300000000071e+02,-9.441900000000000293e-02,2.654195202460016390e+01,1.788227300000000131e-01,-9.441900000000000520e-05,2.898000000000000020e-01,1.726759459431227684e+09,2.390900000000000034e+02,2.379600000000000080e+02
1.783346200000000010e+02,-9.428999999999998494e-02,2.654195202460016390e+01,1.783346199999999993e-01,-9.428999999999999339e-05,2.899999999999999800e-01,1.726759763301749468e+09,2.371399999999999864e+02,2.360300000000000011e+02
1.778425299999999822e+02,-9.407499999999999196e-02,2.654195202460016390e+01,1.778425299999999987e-01,-9.407499999999999630e-05,2.896000000000000241e-01,1.726760067877100229e+09,2.351599999999999966e+02,2.340399999999999920e+02
1.773515899999999874e+02,-9.354899999999999327e-02,2.654195202460016390e+01,1.773515900000000034e-01,-9.354899999999999490e-05,2.908999999999999919e-01,1.726760371908107519e+09,2.331699999999999875e+02,2.320000000000000000e+02
1.768689599999999871e+02,-9.323700000000000043e-02,2.654195202460016390e+01,1.768689599999999917e-01,-9.323700000000000195e-05,2.888999999999999901e-01,1.726760675209739685e+09,2.311899999999999977e+02,2.299000000000000057e+02
1.763729399999999998e+02,-9.301099999999999646e-02,2.654195202460016390e+01,1.763729400000000058e-01,-9.301099999999999429e-05,2.903000000000000025e-01,1.726760978805691719e+09,2.292100000000000080e+02,2.280000000000000000e+02
1.758721600000000080e+02,-9.272099999999999786e-02,2.654195202460016390e+01,1.758721599999999996e-01,-9.272099999999999537e-05,2.897000000000000131e-01,1.726761296574383259e+09,2.271699999999999875e+02,2.259399999999999977e+02
1.753762399999999957e+02,-9.252799999999999914e-02,2.654195202460016390e+01,1.753762399999999888e-01,-9.252800000000000586e-05,2.898000000000000020e-01,1.726761599697064161e+09,2.252199999999999989e+02,2.239199999999999875e+02
1.748759699999999953e+02,-9.236700000000000466e-02,2.654195202460016390e+01,1.748759699999999917e-01,-9.236700000000000520e-05,2.894999999999999796e-01,1.726761903173898935e+09,2.232400000000000091e+02,2.218700000000000045e+02
1.743693000000000097e+02,-9.173299999999999510e-02,2.654195202460016390e+01,1.743693000000000048e-01,-9.173299999999999738e-05,2.904999999999999805e-01,1.726762206390846252e+09,2.212599999999999909e+02,2.198199999999999932e+02
1.738913400000000138e+02,-9.137899999999998801e-02,2.654195202460016390e+01,1.738913400000000054e-01,-9.137899999999999365e-05,2.893000000000000016e-01,1.726762509728627443e+09,2.192400000000000091e+02,2.180000000000000000e+02
1.733830499999999972e+02,-9.155000000000000637e-02,2.654195202460016390e+01,1.733830500000000108e-01,-9.155000000000000269e-05,2.889999999999999791e-01,1.726762813047157526e+09,2.172599999999999909e+02,2.158799999999999955e+02
1.728870299999999816e+02,-9.089500000000000357e-02,2.654195202460016390e+01,1.728870299999999971e-01,-9.089500000000000303e-05,2.898000000000000020e-01,1.726763116186558723e+09,2.153400000000000034e+02,2.139499999999999886e+02
1.723839199999999892e+02,-9.090600000000000069e-02,2.654195202460016390e+01,1.723839199999999960e-01,-9.090600000000000004e-05,2.896000000000000241e-01,1.726763419122115374e+09,2.133400000000000034e+02,2.118700000000000045e+02
1.718813100000000134e+02,-9.069100000000000772e-02,2.654195202460016390e+01,1.718813100000000094e-01,-9.069100000000000295e-05,2.893999999999999906e-01,1.726763721942017317e+09,2.113799999999999955e+02,2.100500000000000114e+02
1.713757599999999854e+02,-9.027200000000000502e-02,2.654195202460016390e+01,1.713757599999999881e-01,-9.027200000000000577e-05,2.901000000000000245e-01,1.726764025110085964e+09,2.093700000000000045e+02,2.079699999999999989e+02
1.708694000000000131e+02,-8.989599999999998980e-02,2.654195202460016390e+01,1.708694000000000046e-01,-8.989599999999999447e-05,2.891000000000000236e-01,1.726764328271579504e+09,2.074000000000000057e+02,2.059399999999999977e+02
1.703582700000000045e+02,-8.947700000000000098e-02,2.654195202460016390e+01,1.703582700000000061e-01,-8.947699999999999729e-05,2.887000000000000122e-01,1.726764631416432381e+09,2.054699999999999989e+02,2.039799999999999898e+02
1.698458300000000065e+02,-8.958399999999999697e-02,2.654195202460016390e+01,1.698458300000000032e-01,-8.958400000000000152e-05,2.902000000000000135e-01,1.726764935693296432e+09,2.034499999999999886e+02,2.019699999999999989e+02
1.693336900000000185e+02,-8.898299999999999266e-02,2.654195202460016390e+01,1.693336900000000089e-01,-8.898299999999999830e-05,2.897000000000000131e-01,1.726765245732856750e+09,2.014600000000000080e+02,1.998899999999999864e+02
1.688230700000000013e+02,-8.890800000000000092e-02,2.654195202460016390e+01,1.688230699999999918e-01,-8.890799999999999647e-05,2.896000000000000241e-01,1.726765548564369440e+09,1.994399999999999977e+02,1.980099999999999909e+02
1.683047400000000096e+02,-8.838100000000000123e-02,2.654195202460016390e+01,1.683047400000000082e-01,-8.838100000000000643e-05,2.904999999999999805e-01,1.726765851404630184e+09,1.975099999999999909e+02,1.959399999999999977e+02
1.677878299999999854e+02,-8.797300000000000952e-02,2.654195202460016390e+01,1.677878299999999989e-01,-8.797300000000000627e-05,2.897000000000000131e-01,1.726766154267893791e+09,1.955500000000000114e+02,1.940000000000000000e+02
1.672723299999999824e+02,-8.746799999999999020e-02,2.654195202460016390e+01,1.672723299999999969e-01,-8.746799999999999671e-05,2.912000000000000144e-01,1.726766457180769444e+09,1.935600000000000023e+02,1.919499999999999886e+02
1.667581599999999753e+02,-8.715699999999999836e-02,2.654195202460016390e+01,1.667581599999999886e-01,-8.715700000000000595e-05,2.913000000000000034e-01,1.726766760111553192e+09,1.915600000000000023e+02,1.899199999999999875e+02
1.662406499999999880e+02,-8.730699999999999572e-02,2.654195202460016390e+01,1.662406499999999898e-01,-8.730699999999999605e-05,2.913000000000000034e-01,1.726767063075909615e+09,1.895999999999999943e+02,1.879900000000000091e+02
1.657120800000000145e+02,-8.655499999999999305e-02,2.654195202460016390e+01,1.657120800000000116e-01,-8.655500000000000054e-05,2.911000000000000254e-01,1.726767366670841932e+09,1.876299999999999955e+02,1.859499999999999886e+02
1.651838099999999940e+02,-8.625399999999999734e-02,2.654195202460016390e+01,1.651838099999999865e-01,-8.625400000000000460e-05,2.908999999999999919e-01,1.726767670784735918e+09,1.856599999999999966e+02,1.839199999999999875e+02
1.646566600000000165e+02,-8.587799999999999601e-02,2.654195202460016390e+01,1.646566600000000102e-01,-8.587799999999999330e-05,2.912000000000000144e-01,1.726767975642447710e+09,1.836399999999999864e+02,1.819900000000000091e+02
1.641370199999999784e+02,-8.566299999999998915e-02,2.654195202460016390e+01,1.641370199999999946e-01,-8.566299999999999620e-05,2.908999999999999919e-01,1.726768279189693928e+09,1.816599999999999966e+02,1.799300000000000068e+02
1.636058099999999911e+02,-8.543800000000000006e-02,2.654195202460016390e+01,1.636058099999999904e-01,-8.543800000000000428e-05,2.903000000000000025e-01,1.726768582214093685e+09,1.796999999999999886e+02,1.779699999999999989e+02
1.630610100000000102e+02,-8.525499999999999745e-02,2.654195202460016390e+01,1.630610100000000062e-01,-8.525499999999999604e-05,2.898000000000000020e-01,1.726768894590070486e+09,1.776999999999999886e+02,1.759799999999999898e+02
1.625264600000000144e+02,-8.500800000000000023e-02,2.654195202460016390e+01,1.625264600000000115e-01,-8.500799999999999654e-05,2.897000000000000131e-01,1.726769197470151186e+09,1.757299999999999898e+02,1.740399999999999920e+02
1.619919099999999901e+02,-8.459999999999999465e-02,2.654195202460016390e+01,1.619919099999999890e-01,-8.459999999999999638e-05,2.912000000000000144e-01,1.726769500356472969e+09,1.737400000000000091e+02,1.720000000000000000e+02
1.614582599999999957e+02,-8.424500000000000044e-02,2.654195202460016390e+01,1.614582599999999923e-01,-8.424500000000000402e-05,2.893999999999999906e-01,1.726769803310953140e+09,1.717400000000000091e+02,1.699799999999999898e+02
1.609168099999999981e+02,-8.386899999999999911e-02,2.654195202460016390e+01,1.609168099999999935e-01,-8.386900000000000626e-05,2.903999999999999915e-01,1.726770106811655760e+09,1.697500000000000000e+02,1.679900000000000091e+02
1.603720199999999920e+02,-8.369699999999999362e-02,2.654195202460016390e+01,1.603720200000000040e-01,-8.369699999999999503e-05,2.893999999999999906e-01,1.726770409925636768e+09,1.677899999999999920e+02,1.659799999999999898e+02
1.598240800000000092e+02,-8.340699999999999503e-02,2.654195202460016390e+01,1.598240800000000073e-01,-8.340699999999999612e-05,2.898999999999999910e-01,1.726770713012238264e+09,1.658000000000000114e+02,1.639799999999999898e+02
1.592759300000000167e+02,-8.304199999999999082e-02,2.654195202460016390e+01,1.592759300000000100e-01,-8.304199999999999538e-05,2.894999999999999796e-01,1.726771015956080437e+09,1.638000000000000114e+02,1.619000000000000057e+02
1.587341800000000092e+02,-8.270899999999999086e-02,2.654195202460016390e+01,1.587341800000000025e-01,-8.270899999999999704e-05,2.903999999999999915e-01,1.726771319097638369e+09,1.618199999999999932e+02,1.599099999999999966e+02
1.581813699999999869e+02,-8.238699999999998802e-02,2.654195202460016390e+01,1.581813699999999878e-01,-8.238699999999999572e-05,2.897000000000000131e-01,1.726771622189358950e+09,1.597700000000000102e+02,1.579799999999999898e+02
1.576230899999999906e+02,-8.193599999999999495e-02,2.654195202460016390e+01,1.576230899999999935e-01,-8.193599999999999614e-05,2.908000000000000029e-01,1.726771925489652395e+09,1.578199999999999932e+02,1.560300000000000011e+02
1.570609199999999817e+02,-8.194600000000000495e-02,2.654195202460016390e+01,1.570609199999999928e-01,-8.194600000000000451e-05,2.903000000000000025e-01,1.726772235322516680e+09,1.558400000000000034e+02,1.540099999999999909e+02
1.565045599999999979e+02,-8.158100000000000074e-02,2.654195202460016390e+01,1.565045599999999870e-01,-8.158100000000000377e-05,2.902000000000000135e-01,1.726772539778935909e+09,1.538600000000000136e+02,1.519199999999999875e+02
1.559546899999999994e+02,-8.107599999999999529e-02,2.654195202460016390e+01,1.559546900000000069e-01,-8.107599999999999421e-05,2.912000000000000144e-01,1.726772843213226080e+09,1.518600000000000136e+02,1.502199999999999989e+02
1.553878899999999987e+02,-8.075400000000000633e-02,2.654195202460016390e+01,1.553878900000000007e-01,-8.075400000000000644e-05,2.903000000000000025e-01,1.726773146393881798e+09,1.498199999999999932e+02,1.481999999999999886e+02
1.548088199999999972e+02,-8.043200000000000349e-02,2.654195202460016390e+01,1.548088200000000136e-01,-8.043200000000000512e-05,2.909999999999999809e-01,1.726773449677276373e+09,1.478400000000000034e+02,1.461500000000000057e+02
1.542256899999999860e+02,-7.994800000000000517e-02,2.654195202460016390e+01,1.542256899999999986e-01,-7.994800000000000094e-05,2.917000000000000148e-01,1.726773753236741066e+09,1.458100000000000023e+02,1.437299999999999898e+02
1.536586799999999755e+02,-7.965800000000000658e-02,2.654195202460016390e+01,1.536586799999999919e-01,-7.965800000000000203e-05,2.913999999999999924e-01,1.726774056695241213e+09,1.438400000000000034e+02,1.417400000000000091e+02
1.530967400000000112e+02,-7.927099999999999425e-02,2.654195202460016390e+01,1.530967400000000089e-01,-7.927099999999999370e-05,2.902000000000000135e-01,1.726774360206400156e+09,1.418400000000000034e+02,1.397199999999999989e+02
1.525310599999999965e+02,-7.893799999999999428e-02,2.654195202460016390e+01,1.525310599999999961e-01,-7.893799999999999537e-05,2.898000000000000020e-01,1.726774663399017572e+09,1.398100000000000023e+02,1.382400000000000091e+02
1.519426500000000146e+02,-7.875600000000000656e-02,2.654195202460016390e+01,1.519426500000000124e-01,-7.875600000000000287e-05,2.902000000000000135e-01,1.726774966693297386e+09,1.378700000000000045e+02,1.357800000000000011e+02
1.513624599999999987e+02,-7.841199999999999559e-02,2.654195202460016390e+01,1.513624600000000042e-01,-7.841199999999999397e-05,2.909999999999999809e-01,1.726775270469731808e+09,1.359000000000000057e+02,1.339099999999999966e+02
1.507825799999999958e+02,-7.796099999999998864e-02,2.654195202460016390e+01,1.507825799999999994e-01,-7.796099999999999439e-05,2.904999999999999805e-01,1.726775578084160089e+09,1.339099999999999966e+02,1.319300000000000068e+02
1.502055300000000102e+02,-7.777799999999999991e-02,2.654195202460016390e+01,1.502055300000000038e-01,-7.777799999999999970e-05,2.913000000000000034e-01,1.726775880951292992e+09,1.319199999999999875e+02,1.299399999999999977e+02
1.496170199999999966e+02,-7.735899999999999721e-02,2.654195202460016390e+01,1.496170199999999895e-01,-7.735900000000000252e-05,2.916000000000000258e-01,1.726776183798297405e+09,1.298799999999999955e+02,1.279899999999999949e+02
1.490161500000000103e+02,-7.699400000000000688e-02,2.654195202460016390e+01,1.490161500000000139e-01,-7.699400000000000178e-05,2.913999999999999924e-01,1.726776488264487505e+09,1.279200000000000017e+02,1.259899999999999949e+02
1.484166899999999885e+02,-7.656399999999999317e-02,2.654195202460016390e+01,1.484166899999999900e-01,-7.656399999999999404e-05,2.908000000000000029e-01,1.726776795997330189e+09,1.259399999999999977e+02,1.240100000000000051e+02
1.478242300000000000e+02,-7.620999999999999996e-02,2.654195202460016390e+01,1.478242300000000009e-01,-7.621000000000000387e-05,2.917000000000000148e-01,1.726777098964680433e+09,1.239500000000000028e+02,1.219200000000000017e+02
1.472332899999999825e+02,-7.597299999999999887e-02,2.654195202460016390e+01,1.472332899999999889e-01,-7.597299999999999919e-05,2.908999999999999919e-01,1.726777402127388239e+09,1.219599999999999937e+02,1.199300000000000068e+02
1.466265199999999993e+02,-7.559699999999999753e-02,2.654195202460016390e+01,1.466265200000000102e-01,-7.559700000000000144e-05,2.896000000000000241e-01,1.726777705214301109e+09,1.199000000000000057e+02,1.179599999999999937e+02
1.460083999999999946e+02,-7.495299999999999185e-02,2.654195202460016390e+01,1.460084000000000104e-01,-7.495299999999999879e-05,2.909999999999999809e-01,1.726778008072535992e+09,1.179300000000000068e+02,1.159500000000000028e+02
1.453946399999999812e+02,-7.491000000000000436e-02,2.654195202460016390e+01,1.453946399999999917e-01,-7.490999999999999937e-05,2.906000000000000250e-01,1.726778310902231693e+09,1.159500000000000028e+02,1.140699999999999932e+02
1.447751999999999839e+02,-7.439400000000000179e-02,2.654195202460016390e+01,1.447751999999999928e-01,-7.439400000000000635e-05,2.918000000000000038e-01,1.726778615816643238e+09,1.139399999999999977e+02,1.119899999999999949e+02
1.441621499999999969e+02,-7.443700000000000316e-02,2.654195202460016390e+01,1.441621499999999889e-01,-7.443700000000000577e-05,2.909999999999999809e-01,1.726778920650344372e+09,1.119099999999999966e+02,1.099899999999999949e+02
1.435139099999999814e+02,-7.394300000000000872e-02,2.654195202460016390e+01,1.435139099999999945e-01,-7.394300000000000677e-05,2.913000000000000034e-01,1.726779232559504271e+09,1.097900000000000063e+02,1.079699999999999989e+02
1.428682100000000048e+02,-7.355599999999999639e-02,2.654195202460016390e+01,1.428682099999999955e-01,-7.355599999999999845e-05,2.917000000000000148e-01,1.726779539155889988e+09,1.077900000000000063e+02,1.059899999999999949e+02
1.422302099999999996e+02,-7.317999999999999505e-02,2.654195202460016390e+01,1.422302099999999958e-01,-7.318000000000000069e-05,2.918000000000000038e-01,1.726779842292750120e+09,1.057800000000000011e+02,1.039699999999999989e+02
1.415985100000000045e+02,-7.268600000000000061e-02,2.654195202460016390e+01,1.415985100000000108e-01,-7.268600000000000169e-05,2.899999999999999800e-01,1.726780145772382259e+09,1.037699999999999960e+02,1.019699999999999989e+02
1.409732899999999916e+02,-7.226699999999999791e-02,2.654195202460016390e+01,1.409732900000000011e-01,-7.226700000000000452e-05,2.917000000000000148e-01,1.726780449052752733e+09,1.017500000000000000e+02,9.997700000000000387e+01
1.403338699999999903e+02,-7.173000000000000209e-02,2.654195202460016390e+01,1.403338699999999994e-01,-7.173000000000000610e-05,2.898000000000000020e-01,1.726780753019225121e+09,9.967799999999999727e+01,9.797499999999999432e+01
1.396851299999999867e+02,-7.159000000000000086e-02,2.654195202460016390e+01,1.396851299999999907e-01,-7.158999999999999728e-05,2.898000000000000020e-01,1.726781057129511595e+09,9.767700000000000671e+01,9.598199999999999932e+01
1.390319200000000137e+02,-7.121399999999999952e-02,2.654195202460016390e+01,1.390319200000000033e-01,-7.121399999999999952e-05,2.904999999999999805e-01,1.726781360510924816e+09,9.564100000000000534e+01,9.399500000000000455e+01
1.383734399999999880e+02,-7.065599999999999659e-02,2.654195202460016390e+01,1.383734399999999864e-01,-7.065599999999999572e-05,2.913000000000000034e-01,1.726781663660712719e+09,9.361199999999999477e+01,9.198499999999999943e+01
1.377288500000000226e+02,-7.077399999999998970e-02,2.654195202460016390e+01,1.377288500000000138e-01,-7.077399999999999696e-05,2.901000000000000245e-01,1.726781967456222773e+09,9.163700000000000045e+01,8.998799999999999955e+01
1.370738200000000120e+02,-6.965699999999999670e-02,2.654195202460016390e+01,1.370738200000000129e-01,-6.965700000000000071e-05,2.909999999999999809e-01,1.726782270751264811e+09,8.961899999999999977e+01,8.798600000000000421e+01
1.364201999999999941e+02,-6.965699999999999670e-02,2.654195202460016390e+01,1.364201999999999915e-01,-6.965700000000000071e-05,2.906000000000000250e-01,1.726782575021694660e+09,8.765699999999999648e+01,8.598099999999999454e+01
1.357509399999999857e+02,-6.930199999999998861e-02,2.654195202460016390e+01,1.357509399999999866e-01,-6.930199999999999479e-05,2.916000000000000258e-01,1.726782900871649265e+09,8.561799999999999500e+01,8.398799999999999955e+01
1.350987499999999955e+02,-6.904399999999999427e-02,2.654195202460016390e+01,1.350987499999999897e-01,-6.904399999999999828e-05,2.893999999999999906e-01,1.726783203810479403e+09,8.366899999999999693e+01,8.198799999999999955e+01
