Rxx (ohm),Rxy (ohm),EM Current (percentage),Vxx (mV),Vxy (mV),Magnetic Field (T),Time stamp,T sample (K),T valve (k)
1.802897900000000107e+02,-8.862799999999999845e-02,-7.917775392627053599e-02,1.802897900000000053e-01,-8.862800000000000593e-05,2.700000000000000143e-03,1.726677070901802540e+09,2.453899999999999864e+02,2.460399999999999920e+02
1.798291599999999733e+02,-8.824200000000000099e-02,-7.917775392627053599e-02,1.798291599999999879e-01,-8.824199999999999980e-05,2.500000000000000052e-03,1.726677373756386042e+09,2.434199999999999875e+02,2.439099999999999966e+02
1.793417699999999968e+02,-8.817700000000000538e-02,-7.917775392627053599e-02,1.793417700000000115e-01,-8.817700000000000635e-05,1.899999999999999996e-03,1.726677676609245777e+09,2.413899999999999864e+02,2.420399999999999920e+02
1.788537599999999941e+02,-8.782299999999999829e-02,-7.917775392627053599e-02,1.788537600000000005e-01,-8.782300000000000263e-05,1.799999999999999951e-03,1.726677979459956169e+09,2.394199999999999875e+02,2.400600000000000023e+02
1.783774200000000008e+02,-8.765100000000000668e-02,-7.917775392627053599e-02,1.783774200000000087e-01,-8.765100000000000495e-05,1.699999999999999905e-03,1.726678282332392693e+09,2.374600000000000080e+02,2.379399999999999977e+02
1.779631100000000004e+02,-8.722099999999999298e-02,-7.917775392627053599e-02,1.779631100000000077e-01,-8.722099999999999721e-05,1.799999999999999951e-03,1.726678585202605247e+09,2.357599999999999909e+02,2.360099999999999909e+02
1.775199299999999880e+02,-8.682399999999999840e-02,-7.917775392627053599e-02,1.775199299999999925e-01,-8.682399999999999406e-05,1.500000000000000031e-03,1.726678888025347233e+09,2.339399999999999977e+02,2.339900000000000091e+02
1.770410599999999874e+02,-8.683399999999999452e-02,-7.917775392627053599e-02,1.770410600000000001e-01,-8.683400000000000244e-05,1.500000000000000031e-03,1.726679190891353846e+09,2.320000000000000000e+02,2.318600000000000136e+02
1.765507199999999841e+02,-8.645800000000000707e-02,-7.917775392627053599e-02,1.765507199999999943e-01,-8.645800000000000468e-05,1.899999999999999996e-03,1.726679493801774740e+09,2.300099999999999909e+02,2.299499999999999886e+02
1.760648400000000038e+02,-8.619999999999999885e-02,-7.917775392627053599e-02,1.760648400000000002e-01,-8.619999999999999462e-05,1.899999999999999996e-03,1.726679796639223099e+09,2.280999999999999943e+02,2.280399999999999920e+02
1.755652799999999729e+02,-8.576000000000000290e-02,-7.917775392627053599e-02,1.755652799999999902e-01,-8.576000000000000561e-05,1.799999999999999951e-03,1.726680099465717793e+09,2.261200000000000045e+02,2.260099999999999909e+02
1.750935000000000059e+02,-8.558799999999999741e-02,-7.917775392627053599e-02,1.750935000000000130e-01,-8.558799999999999438e-05,1.100000000000000066e-03,1.726680402301099539e+09,2.242400000000000091e+02,2.239099999999999966e+02
1.745972799999999836e+02,-8.511499999999999622e-02,-7.917775392627053599e-02,1.745972799999999936e-01,-8.511500000000000077e-05,1.799999999999999951e-03,1.726680705134606123e+09,2.222100000000000080e+02,2.220699999999999932e+02
1.741163799999999924e+02,-8.496499999999999886e-02,-7.917775392627053599e-02,1.741163799999999873e-01,-8.496499999999999712e-05,1.699999999999999905e-03,1.726681007992309093e+09,2.202500000000000000e+02,2.199799999999999898e+02
1.736273600000000101e+02,-8.478199999999999625e-02,-7.917775392627053599e-02,1.736273600000000084e-01,-8.478200000000000243e-05,1.600000000000000077e-03,1.726681310842379808e+09,2.183199999999999932e+02,2.179600000000000080e+02
1.731067999999999927e+02,-8.449199999999999766e-02,-7.917775392627053599e-02,1.731068000000000051e-01,-8.449200000000000352e-05,2.000000000000000042e-03,1.726681613805933714e+09,2.163700000000000045e+02,2.160099999999999909e+02
1.726218399999999917e+02,-8.426699999999999469e-02,-7.917775392627053599e-02,1.726218399999999986e-01,-8.426699999999999805e-05,1.100000000000000066e-03,1.726681916626061201e+09,2.144399999999999977e+02,2.139600000000000080e+02
1.721339299999999923e+02,-8.385900000000000298e-02,-7.917775392627053599e-02,1.721339299999999906e-01,-8.385899999999999789e-05,1.399999999999999986e-03,1.726682219473294258e+09,2.124499999999999886e+02,2.119499999999999886e+02
1.716501900000000091e+02,-8.361099999999999088e-02,-7.917775392627053599e-02,1.716501900000000080e-01,-8.361099999999999620e-05,1.699999999999999905e-03,1.726682522277332544e+09,2.105399999999999920e+02,2.099600000000000080e+02
1.711422000000000025e+02,-8.328899999999998804e-02,-7.917775392627053599e-02,1.711421999999999943e-01,-8.328899999999999487e-05,1.600000000000000077e-03,1.726682825100449562e+09,2.085500000000000114e+02,2.079499999999999886e+02
1.706267200000000059e+02,-8.315999999999999781e-02,-7.917775392627053599e-02,1.706267200000000095e-01,-8.315999999999999662e-05,1.600000000000000077e-03,1.726683127927783728e+09,2.065699999999999932e+02,2.059199999999999875e+02
1.701204600000000084e+02,-8.286999999999999922e-02,-7.917775392627053599e-02,1.701204600000000011e-01,-8.286999999999999770e-05,1.600000000000000077e-03,1.726683430908423662e+09,2.045999999999999943e+02,2.039099999999999966e+02
1.696088199999999802e+02,-8.249399999999999789e-02,-7.917775392627053599e-02,1.696088199999999935e-01,-8.249399999999999995e-05,1.199999999999999895e-03,1.726683733767482519e+09,2.026500000000000057e+02,2.020300000000000011e+02
1.691009400000000085e+02,-8.226899999999999491e-02,-7.917775392627053599e-02,1.691009400000000051e-01,-8.226899999999999448e-05,1.699999999999999905e-03,1.726684036589534760e+09,2.006399999999999864e+02,2.000200000000000102e+02
1.685971199999999897e+02,-8.201100000000000056e-02,-7.917775392627053599e-02,1.685971199999999892e-01,-8.201099999999999796e-05,1.199999999999999895e-03,1.726684339453366041e+09,1.987199999999999989e+02,1.979399999999999977e+02
1.680965399999999761e+02,-8.142000000000000626e-02,-7.917775392627053599e-02,1.680965399999999887e-01,-8.142000000000000311e-05,1.899999999999999996e-03,1.726684642271556377e+09,1.968100000000000023e+02,1.959300000000000068e+02
1.675799199999999871e+02,-8.115100000000000091e-02,-7.917775392627053599e-02,1.675799199999999933e-01,-8.115099999999999603e-05,1.000000000000000021e-03,1.726684945196392298e+09,1.948199999999999932e+02,1.939799999999999898e+02
1.670596699999999828e+02,-8.101200000000000068e-02,-7.917775392627053599e-02,1.670596699999999935e-01,-8.101200000000000295e-05,1.500000000000000031e-03,1.726685248074712276e+09,1.928199999999999932e+02,1.918700000000000045e+02
1.665484399999999994e+02,-8.046399999999999386e-02,-7.917775392627053599e-02,1.665484399999999920e-01,-8.046399999999999397e-05,1.399999999999999986e-03,1.726685550897691250e+09,1.908300000000000125e+02,1.899699999999999989e+02
1.660185499999999763e+02,-8.031299999999999550e-02,-7.917775392627053599e-02,1.660185499999999870e-01,-8.031300000000000168e-05,1.100000000000000066e-03,1.726685853717528105e+09,1.888600000000000136e+02,1.879099999999999966e+02
1.655025599999999883e+02,-8.004499999999999116e-02,-7.917775392627053599e-02,1.655025599999999930e-01,-8.004499999999999680e-05,1.799999999999999951e-03,1.726686156556924105e+09,1.868899999999999864e+02,1.858899999999999864e+02
1.649705399999999997e+02,-7.955099999999999671e-02,-7.917775392627053599e-02,1.649705399999999988e-01,-7.955099999999999780e-05,1.699999999999999905e-03,1.726686459399965525e+09,1.849300000000000068e+02,1.839399999999999977e+02
1.644574799999999755e+02,-7.925000000000000100e-02,-7.917775392627053599e-02,1.644574799999999892e-01,-7.925000000000000187e-05,1.699999999999999905e-03,1.726686762258133411e+09,1.830000000000000000e+02,1.819900000000000091e+02
1.639461500000000171e+02,-7.880899999999999017e-02,-7.917775392627053599e-02,1.639461500000000127e-01,-7.880899999999999711e-05,1.899999999999999996e-03,1.726687065114949703e+09,1.810200000000000102e+02,1.799600000000000080e+02
1.634182899999999847e+02,-7.872300000000000131e-02,-7.917775392627053599e-02,1.634182899999999938e-01,-7.872299999999999827e-05,3.000000000000000062e-03,1.726687368093425751e+09,1.790600000000000023e+02,1.780099999999999909e+02
1.628843500000000120e+02,-7.856199999999999295e-02,-7.917775392627053599e-02,1.628843500000000111e-01,-7.856199999999999761e-05,2.399999999999999790e-03,1.726687670979238033e+09,1.770999999999999943e+02,1.759900000000000091e+02
1.623481700000000103e+02,-7.832599999999999285e-02,-7.917775392627053599e-02,1.623481700000000139e-01,-7.832599999999999513e-05,2.200000000000000133e-03,1.726687973816349030e+09,1.751599999999999966e+02,1.739300000000000068e+02
1.618152399999999886e+02,-7.809000000000000663e-02,-7.917775392627053599e-02,1.618152399999999991e-01,-7.809000000000000620e-05,1.299999999999999940e-03,1.726688276679507017e+09,1.731599999999999966e+02,1.719799999999999898e+02
1.612834300000000098e+02,-7.741299999999999570e-02,-7.917775392627053599e-02,1.612834300000000054e-01,-7.741299999999999896e-05,1.399999999999999986e-03,1.726688579517389059e+09,1.711699999999999875e+02,1.699300000000000068e+02
1.607455300000000022e+02,-7.749899999999999844e-02,-7.917775392627053599e-02,1.607455299999999976e-01,-7.749899999999999779e-05,2.000000000000000042e-03,1.726688882355222702e+09,1.691800000000000068e+02,1.680200000000000102e+02
1.602050899999999842e+02,-7.678999999999999715e-02,-7.917775392627053599e-02,1.602050899999999944e-01,-7.679000000000000170e-05,2.299999999999999961e-03,1.726689185208305359e+09,1.672400000000000091e+02,1.660300000000000011e+02
1.596596899999999835e+02,-7.675799999999999290e-02,-7.917775392627053599e-02,1.596596899999999930e-01,-7.675799999999999930e-05,1.799999999999999951e-03,1.726689488056140661e+09,1.652500000000000000e+02,1.639600000000000080e+02
1.591151899999999841e+02,-7.630599999999999883e-02,-7.917775392627053599e-02,1.591151899999999897e-01,-7.630599999999999753e-05,1.799999999999999951e-03,1.726689790930943251e+09,1.632700000000000102e+02,1.619799999999999898e+02
1.585720200000000091e+02,-7.629600000000000271e-02,-7.917775392627053599e-02,1.585720200000000080e-01,-7.629600000000000271e-05,1.899999999999999996e-03,1.726690093818336964e+09,1.612899999999999920e+02,1.599600000000000080e+02
1.580472000000000037e+02,-7.589799999999999325e-02,-7.917775392627053599e-02,1.580471999999999988e-01,-7.589799999999999737e-05,1.899999999999999996e-03,1.726690396710855484e+09,1.593499999999999943e+02,1.580000000000000000e+02
1.574980400000000031e+02,-7.536099999999999743e-02,-7.917775392627053599e-02,1.574980400000000058e-01,-7.536099999999999895e-05,2.299999999999999961e-03,1.726690699651388407e+09,1.574300000000000068e+02,1.559900000000000091e+02
1.569608199999999840e+02,-7.543600000000000305e-02,-7.917775392627053599e-02,1.569608200000000009e-01,-7.543600000000000077e-05,3.500000000000000073e-03,1.726691002513972282e+09,1.554900000000000091e+02,1.539699999999999989e+02
1.564121699999999748e+02,-7.503899999999999459e-02,-7.917775392627053599e-02,1.564121699999999893e-01,-7.503899999999999763e-05,1.899999999999999996e-03,1.726691305366781473e+09,1.535699999999999932e+02,1.519399999999999977e+02
1.558773199999999974e+02,-7.455499999999999627e-02,-7.917775392627053599e-02,1.558773200000000136e-01,-7.455499999999999346e-05,2.000000000000000042e-03,1.726691608232302189e+09,1.516100000000000136e+02,1.499699999999999989e+02
1.553137600000000020e+02,-7.449100000000000166e-02,-7.917775392627053599e-02,1.553137599999999952e-01,-7.449100000000000220e-05,2.299999999999999961e-03,1.726691911080349445e+09,1.496100000000000136e+02,1.480200000000000102e+02
1.547443199999999877e+02,-7.438299999999999079e-02,-7.917775392627053599e-02,1.547443199999999908e-01,-7.438299999999999578e-05,2.500000000000000052e-03,1.726692213923810244e+09,1.476299999999999955e+02,1.460000000000000000e+02
1.541700099999999907e+02,-7.393199999999999772e-02,-7.917775392627053599e-02,1.541700099999999962e-01,-7.393199999999999620e-05,1.500000000000000031e-03,1.726692516794398308e+09,1.456500000000000057e+02,1.440200000000000102e+02
1.536001600000000167e+02,-7.351299999999999502e-02,-7.917775392627053599e-02,1.536001600000000133e-01,-7.351299999999999903e-05,2.099999999999999870e-03,1.726692819642785072e+09,1.436500000000000057e+02,1.419799999999999898e+02
1.530342699999999923e+02,-7.328799999999999204e-02,-7.917775392627053599e-02,1.530342700000000000e-01,-7.328799999999999356e-05,1.799999999999999951e-03,1.726693122523837090e+09,1.416399999999999864e+02,1.400000000000000000e+02
1.524463799999999765e+02,-4.303599999999999787e-02,-7.917775392627053599e-02,1.524463799999999924e-01,-4.303599999999999928e-05,1.500000000000000031e-03,1.726693425378542900e+09,1.395999999999999943e+02,1.380099999999999909e+02
1.518610099999999932e+02,-3.785800000000000276e-02,-7.917775392627053599e-02,1.518610099999999907e-01,-3.785800000000000244e-05,2.099999999999999870e-03,1.726693728237637281e+09,1.376699999999999875e+02,1.359399999999999977e+02
1.512803199999999890e+02,-6.940899999999999848e-02,-7.917775392627053599e-02,1.512803199999999959e-01,-6.940899999999999902e-05,3.299999999999999982e-03,1.726694031205240488e+09,1.356500000000000057e+02,1.339900000000000091e+02
1.506966799999999864e+02,-7.143999999999998962e-02,-7.917775392627053599e-02,1.506966799999999995e-01,-7.143999999999999363e-05,3.000000000000000062e-03,1.726694334025529146e+09,1.336599999999999966e+02,1.320099999999999909e+02
1.501151699999999778e+02,-7.180499999999999383e-02,-7.917775392627053599e-02,1.501151699999999922e-01,-7.180499999999999437e-05,2.799999999999999972e-03,1.726694636855637074e+09,1.316399999999999864e+02,1.299900000000000091e+02
1.495183499999999981e+02,-7.147199999999999387e-02,-7.917775392627053599e-02,1.495183499999999943e-01,-7.147199999999999604e-05,1.600000000000000077e-03,1.726694939707806110e+09,1.295900000000000034e+02,1.279899999999999949e+02
1.489151400000000081e+02,-7.096700000000000230e-02,-7.917775392627053599e-02,1.489151400000000014e-01,-7.096700000000000003e-05,1.399999999999999986e-03,1.726695242534379959e+09,1.276200000000000045e+02,1.259699999999999989e+02
1.483131400000000042e+02,-7.055899999999999672e-02,-7.917775392627053599e-02,1.483131400000000100e-01,-7.055899999999999987e-05,3.200000000000000153e-03,1.726695545374395847e+09,1.256099999999999994e+02,1.239899999999999949e+02
1.477139899999999955e+02,-7.036599999999999799e-02,-7.917775392627053599e-02,1.477139899999999895e-01,-7.036599999999999680e-05,1.500000000000000031e-03,1.726695848200370789e+09,1.236099999999999994e+02,1.220300000000000011e+02
1.471203099999999893e+02,-6.999999999999999278e-02,-7.917775392627053599e-02,1.471203100000000041e-01,-6.999999999999999387e-05,2.599999999999999881e-03,1.726696151036181927e+09,1.215999999999999943e+02,1.199800000000000040e+02
1.465088800000000049e+02,-6.959199999999998720e-02,-7.917775392627053599e-02,1.465088800000000080e-01,-6.959199999999999371e-05,2.700000000000000143e-03,1.726696453861475468e+09,1.195499999999999972e+02,1.179800000000000040e+02
1.458881200000000149e+02,-6.898999999999999577e-02,-7.917775392627053599e-02,1.458881200000000100e-01,-6.899000000000000184e-05,2.500000000000000052e-03,1.726696756746405840e+09,1.175799999999999983e+02,1.159500000000000028e+02
1.452687799999999925e+02,-6.875399999999999567e-02,-7.917775392627053599e-02,1.452687799999999863e-01,-6.875399999999999936e-05,1.199999999999999895e-03,1.726697059566192389e+09,1.155600000000000023e+02,1.140100000000000051e+02
1.446448800000000006e+02,-6.840999999999999859e-02,-7.917775392627053599e-02,1.446448800000000035e-01,-6.841000000000000401e-05,2.899999999999999800e-03,1.726697362377588034e+09,1.135400000000000063e+02,1.119399999999999977e+02
1.440362000000000080e+02,-6.814199999999999424e-02,-7.917775392627053599e-02,1.440362000000000031e-01,-6.814199999999999912e-05,1.399999999999999986e-03,1.726697665306096792e+09,1.115100000000000051e+02,1.100699999999999932e+02
1.433875500000000045e+02,-6.777699999999999003e-02,-7.917775392627053599e-02,1.433875500000000025e-01,-6.777699999999999838e-05,2.099999999999999870e-03,1.726697968128590345e+09,1.094300000000000068e+02,1.080000000000000000e+02
1.427432699999999954e+02,-6.751899999999999569e-02,-7.917775392627053599e-02,1.427432700000000054e-01,-6.751900000000000187e-05,1.199999999999999895e-03,1.726698270951592445e+09,1.074099999999999966e+02,1.059899999999999949e+02
1.421069999999999993e+02,-6.690599999999999326e-02,-7.917775392627053599e-02,1.421070000000000111e-01,-6.690599999999999944e-05,1.100000000000000066e-03,1.726698573798156500e+09,1.054000000000000057e+02,1.039899999999999949e+02
1.414747799999999813e+02,-6.663799999999998891e-02,-7.917775392627053599e-02,1.414747799999999944e-01,-6.663799999999999455e-05,1.799999999999999951e-03,1.726698876637510300e+09,1.034000000000000057e+02,1.020000000000000000e+02
1.408522000000000105e+02,-6.636899999999999744e-02,-7.917775392627053599e-02,1.408522000000000107e-01,-6.636900000000000102e-05,1.100000000000000066e-03,1.726699179488115788e+09,1.013799999999999955e+02,9.999200000000000443e+01
1.402135999999999854e+02,-6.595000000000000862e-02,-7.917775392627053599e-02,1.402135999999999938e-01,-6.595000000000000384e-05,2.599999999999999881e-03,1.726699482334739685e+09,9.932599999999999341e+01,9.798399999999999466e+01
1.395667799999999943e+02,-6.550999999999999879e-02,-7.917775392627053599e-02,1.395667800000000014e-01,-6.551000000000000128e-05,2.399999999999999790e-03,1.726699785210922003e+09,9.731900000000000261e+01,9.598999999999999488e+01
1.389178299999999808e+02,-6.515499999999999070e-02,-7.917775392627053599e-02,1.389178299999999922e-01,-6.515499999999999536e-05,2.500000000000000052e-03,1.726700088052680254e+09,9.527700000000000102e+01,9.398900000000000432e+01
1.382630000000000052e+02,-6.472600000000000575e-02,-7.917775392627053599e-02,1.382629999999999970e-01,-6.472600000000000337e-05,3.099999999999999891e-03,1.726700390888348818e+09,9.328000000000000114e+01,9.199399999999999977e+01
1.376179999999999950e+02,-6.429599999999999205e-02,-7.917775392627053599e-02,1.376179999999999903e-01,-6.429599999999999563e-05,2.000000000000000042e-03,1.726700693711398840e+09,9.130800000000000693e+01,8.998699999999999477e+01
1.369633800000000008e+02,-6.409199999999999620e-02,-7.917775392627053599e-02,1.369633799999999957e-01,-6.409199999999999555e-05,2.700000000000000143e-03,1.726700996522238255e+09,8.930899999999999750e+01,8.798300000000000409e+01
1.363024299999999869e+02,-6.376900000000000623e-02,-7.917775392627053599e-02,1.363024300000000022e-01,-6.376900000000000558e-05,2.500000000000000052e-03,1.726701299396315098e+09,8.731600000000000250e+01,8.599200000000000443e+01
1.356432399999999916e+02,-6.323199999999999654e-02,-7.917775392627053599e-02,1.356432399999999983e-01,-6.323199999999999361e-05,2.299999999999999961e-03,1.726701602180487156e+09,8.530100000000000193e+01,8.399599999999999511e+01
1.349779599999999959e+02,-6.296400000000000607e-02,-7.917775392627053599e-02,1.349779600000000079e-01,-6.296400000000000228e-05,1.500000000000000031e-03,1.726701904969726801e+09,8.332999999999999829e+01,8.197899999999999920e+01
